fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance_km,pickup_hour,pickup_dayofweek,pickup_month,pickup_day,peak_hour,pickup_day_name
20,2013-04-26 16:57:48+00:00,-73.995102,40.760148,-73.978758,40.720978,1,4.567983751,16,4,4,26,1,Friday
8.5,2011-12-12 07:52:31+00:00,-74.006491,40.739443,-74.01091,40.713517,2,2.906790137,7,0,12,12,1,Monday
29.3,2009-11-12 12:46:00+00:00,-73.874483,40.774068,-73.99742,40.765985,5,10.3917122,12,3,11,12,0,Thursday
5.7,2011-04-12 12:15:00+00:00,-73.97089,40.76177,-73.961827,40.774072,1,1.566440785,12,1,4,12,0,Tuesday
9,2015-06-06 02:35:49+00:00,-74.00440979,40.74059677,-73.97904968,40.74477768,1,2.186498886,2,5,6,6,0,Saturday
4.5,2012-02-18 21:31:00+00:00,-73.980642,40.742707,-73.98462,40.736847,1,0.732741142,21,5,2,18,0,Saturday
13,2012-10-28 19:07:24+00:00,-73.991533,40.749676,-73.957048,40.783102,2,4.716889804,19,6,10,28,1,Sunday
7.7,2011-12-15 23:14:00+00:00,-73.974897,40.75305,-74.003745,40.743207,1,2.665245432,23,3,12,15,0,Thursday
5.3,2012-02-10 18:11:00+00:00,-73.974758,40.777848,-73.982147,40.768637,1,1.198402125,18,4,2,10,1,Friday
4.5,2010-05-05 09:32:54+00:00,-73.957124,40.782996,-73.953471,40.790753,2,0.91572903,9,2,5,5,1,Wednesday
12.5,2013-11-19 22:34:00+00:00,-74.010462,40.704117,-73.985545,40.718207,1,2.620185146,22,1,11,19,0,Tuesday
7,2013-05-03 07:20:11+00:00,-73.987495,40.776126,-73.97617,40.764341,1,1.620732079,7,4,5,3,1,Friday
8.5,2013-03-08 10:10:00+00:00,-73.978343,40.766597,-73.990857,40.750862,5,2.042600303,10,4,3,8,0,Friday
9.5,2014-03-04 01:05:00+00:00,-73.984106,40.725298,-73.996176,40.74669,1,2.586954523,1,1,3,4,0,Tuesday
5.5,2014-02-22 01:37:53+00:00,-74.00199,40.735214,-74.005522,40.721904,1,1.509633169,1,5,2,22,0,Saturday
8.1,2009-02-19 15:17:17+00:00,-73.953641,40.784711,-73.969232,40.76649,2,2.414240717,15,3,2,19,0,Thursday
34.1,2012-04-27 10:59:58+00:00,-73.979275,40.76187,-73.861601,40.768291,2,9.93598658,10,4,4,27,0,Friday
5,2014-12-23 08:11:01+00:00,-73.991123,40.749793,-73.985198,40.743573,1,0.852928825,8,1,12,23,1,Tuesday
14.1,2010-07-28 10:03:33+00:00,-73.957437,40.779569,-73.986543,40.756183,1,3.573549993,10,2,7,28,0,Wednesday
27.7,2012-02-08 20:11:00+00:00,-73.9701,40.793622,-73.873053,40.774435,5,8.444748614,20,2,2,8,0,Wednesday
12.9,2011-07-17 12:16:00+00:00,-73.977298,40.774455,-74.003313,40.73179,5,5.225774771,12,6,7,17,0,Sunday
9.5,2012-12-29 17:14:00+00:00,-73.994158,40.720482,-74.008185,40.737657,1,2.245948473,17,5,12,29,1,Saturday
15,2012-11-26 17:42:00+00:00,-73.951612,40.778787,-73.991527,40.770365,1,3.489117619,17,0,11,26,1,Monday
8,2012-10-07 17:47:00+00:00,-73.97917,40.748017,-73.98721,40.729802,1,2.135685838,17,6,10,7,1,Sunday
7.5,2015-04-04 02:41:08+00:00,-73.98604584,40.74737549,-73.9930954,40.75864792,2,1.386980308,2,5,4,4,0,Saturday
6,2012-09-22 18:08:07+00:00,-73.949576,40.776831,-73.94059,40.79405,1,2.058717317,18,5,9,22,1,Saturday
12.5,2013-07-12 15:39:52+00:00,-73.972578,40.758803,-73.99174,40.7247,1,4.121410346,15,4,7,12,0,Friday
22,2012-10-27 16:09:30+00:00,-73.972785,40.764791,-73.9827,40.742061,1,2.661872918,16,5,10,27,1,Saturday
11.7,2009-10-29 19:11:01+00:00,-73.969316,40.754684,-73.992412,40.743598,1,2.303218559,19,3,10,29,1,Thursday
16.5,2014-05-15 09:33:55+00:00,-73.995199,40.76524,-73.956024,40.779796,1,3.674552362,9,3,5,15,1,Thursday
7.3,2009-05-02 13:06:00+00:00,-73.976322,40.775973,-73.96173,40.768342,1,1.493287076,13,5,5,2,0,Saturday
19,2015-01-05 18:24:33+00:00,-73.97158051,40.76055527,-73.94786835,40.80447388,6,5.275863538,18,0,1,5,1,Monday
5.7,2010-01-20 23:39:00+00:00,-73.981135,40.750055,-73.979067,40.749847,1,0.175731691,23,2,1,20,0,Wednesday
5,2014-01-24 23:09:00+00:00,-73.979845,40.77543,-73.981407,40.769272,5,0.697257455,23,4,1,24,0,Friday
9,2014-11-25 22:24:46+00:00,-74.002263,40.739977,-73.993673,40.7591,1,2.246129408,22,1,11,25,0,Tuesday
8.1,2010-10-27 21:44:00+00:00,-73.994647,40.749322,-73.974143,40.731547,2,2.62499551,21,2,10,27,0,Wednesday
4.9,2009-06-04 08:57:00+00:00,-73.954303,40.781323,-73.962767,40.769712,1,1.474739425,8,3,6,4,1,Thursday
6,2014-09-14 18:55:00+00:00,-74.00718,40.73025,-74.01402,40.71774,1,1.505743445,18,6,9,14,1,Sunday
9,2013-10-14 14:56:44+00:00,-73.977174,40.753045,-73.982871,40.765723,2,1.48915278,14,0,10,14,0,Monday
3.3,2009-10-16 07:08:00+00:00,-73.98079,40.747742,-73.977352,40.750462,2,0.418749631,7,4,10,16,1,Friday
4.1,2009-10-02 18:47:21+00:00,-73.971898,40.794417,-73.965928,40.800498,1,0.842471947,18,4,10,2,1,Friday
13.3,2009-06-14 11:23:51+00:00,-73.97649,40.775631,-73.997338,40.724718,1,5.927402647,11,6,6,14,0,Sunday
49.8,2011-11-20 15:39:00+00:00,-73.789835,40.6437,-73.990825,40.75075,1,20.70749397,15,6,11,20,0,Sunday
7.7,2009-11-30 09:08:00+00:00,-73.998622,40.734695,-73.982297,40.759088,1,3.041098046,9,0,11,30,1,Monday
4.5,2010-01-27 16:54:00+00:00,-74.005917,40.735782,-73.993073,40.7341,1,1.098232772,16,2,1,27,1,Wednesday
6.5,2011-03-12 20:14:00+00:00,-73.991407,40.741595,-73.998757,40.726363,1,1.803390192,20,5,3,12,0,Saturday
5.7,2011-11-18 20:49:21+00:00,-73.980433,40.745111,-73.988073,40.737575,2,1.056636225,20,4,11,18,0,Friday
8.5,2013-08-30 17:23:00+00:00,-73.991507,40.738692,-73.997115,40.722452,2,1.866608988,17,4,8,30,1,Friday
6.5,2012-05-22 12:20:00+00:00,-73.98501,40.760625,-73.996675,40.763172,1,1.022459878,12,1,5,22,0,Tuesday
4.9,2010-02-03 08:11:57+00:00,-73.978555,40.753346,-73.986923,40.753344,1,0.704862994,8,2,2,3,1,Wednesday
7.7,2011-11-16 19:05:00+00:00,-74.007517,40.73291,-73.987855,40.735712,1,1.685709773,19,2,11,16,1,Wednesday
8.5,2010-09-26 02:58:00+00:00,-73.986775,40.760027,-73.956322,40.771317,5,2.855445738,2,6,9,26,0,Sunday
7.3,2011-07-09 18:23:00+00:00,-73.987827,40.722542,-74.003305,40.70826,1,2.055176057,18,5,7,9,1,Saturday
4.9,2009-08-12 15:08:02+00:00,-73.962252,40.779083,-73.969674,40.768665,1,1.3162689,15,2,8,12,0,Wednesday
57.33,2014-02-03 14:08:47+00:00,-73.983092,40.75002,-73.776473,40.645155,1,20.96136598,14,0,2,3,0,Monday
7.3,2009-05-21 14:27:00+00:00,-74.001848,40.750995,-73.984837,40.762043,1,1.887364486,14,3,5,21,0,Thursday
5,2014-04-22 11:12:48+00:00,-74.004388,40.740563,-74.005828,40.734446,1,0.69091507,11,1,4,22,0,Tuesday
19.5,2014-05-09 12:27:00+00:00,-73.962987,40.777952,-73.953642,40.776957,1,0.794613405,12,4,5,9,0,Friday
11.7,2010-09-23 14:21:00+00:00,-73.988533,40.748748,-73.973428,40.760782,5,1.846442141,14,3,9,23,0,Thursday
9.7,2012-08-19 19:26:23+00:00,-73.977202,40.758289,-73.986425,40.726474,1,3.621992546,19,6,8,19,1,Sunday
5,2013-05-31 00:04:00+00:00,-73.989848,40.735157,-74.003567,40.736232,3,1.162065483,0,4,5,31,0,Friday
7.5,2013-09-11 16:11:00+00:00,-73.97633,40.764087,-73.95599,40.78477,1,2.867547374,16,2,9,11,1,Wednesday
49.8,2011-03-14 12:32:00+00:00,-74.004237,40.737583,-74.004215,40.737587,1,0.001906186,12,0,3,14,0,Monday
57.33,2013-05-07 19:05:41+00:00,-73.781373,40.644866,-73.981621,40.757216,2,21.00069421,19,1,5,7,1,Tuesday
8.9,2012-04-18 09:07:00+00:00,-73.958772,40.799937,-73.983452,40.774512,1,3.508558382,9,2,4,18,1,Wednesday
12.1,2011-09-20 22:26:00+00:00,-73.987083,40.759452,-73.988953,40.722957,1,4.061115851,22,1,9,20,0,Tuesday
11.7,2012-04-30 11:47:54+00:00,-73.969157,40.768522,-73.990485,40.73458,1,4.179963552,11,0,4,30,0,Monday
6.9,2012-02-10 08:03:04+00:00,-73.957296,40.761746,-73.977036,40.737857,1,3.133878079,8,4,2,10,1,Friday
10.9,2012-06-18 10:27:00+00:00,-73.967115,40.80373,-73.99269,40.768325,5,4.487217674,10,0,6,18,0,Monday
9.7,2009-08-01 23:34:00+00:00,-73.951955,40.77771,-73.983047,40.734798,1,5.44302985,23,5,8,1,0,Saturday
8.1,2011-01-03 09:38:00+00:00,-73.955433,40.773112,-73.981275,40.758802,1,2.695991674,9,0,1,3,1,Monday
4.1,2011-01-10 12:32:50+00:00,-73.963065,40.772456,-73.960431,40.77639,1,0.490458581,12,0,1,10,0,Monday
16.5,2012-08-12 10:00:00+00:00,-73.994105,40.690752,-74.00255,40.706692,2,1.910083092,10,6,8,12,0,Sunday
10.9,2009-05-09 23:19:00+00:00,-73.999495,40.761153,-74.005548,40.726343,2,3.904141184,23,5,5,9,0,Saturday
7.3,2011-10-21 14:51:00+00:00,-73.970508,40.796793,-73.955153,40.78759,1,1.648674114,14,4,10,21,0,Friday
9.3,2011-04-25 11:00:10+00:00,-73.996312,40.732387,-74.009702,40.708462,1,2.889771365,11,0,4,25,0,Monday
9.3,2009-12-11 22:12:40+00:00,-73.988402,40.769239,-73.968934,40.801102,1,3.903769077,22,4,12,11,0,Friday
17.7,2011-05-12 10:22:30+00:00,-74.014073,40.714726,-73.970557,40.756048,1,5.87836936,10,3,5,12,0,Thursday
27.5,2015-06-28 13:39:56+00:00,-74.00765228,40.74277496,-73.95665741,40.74797821,1,4.334758907,13,6,6,28,0,Sunday
5.7,2011-11-22 14:16:00+00:00,-73.978693,40.749087,-73.969087,40.752437,1,0.890798917,14,1,11,22,0,Tuesday
7,2014-04-02 06:51:00+00:00,-73.99386,40.751545,-73.981725,40.766172,1,1.920934752,6,2,4,2,0,Wednesday
11.3,2009-07-03 10:01:28+00:00,-73.950698,40.771473,-73.992223,40.749613,1,4.259134848,10,4,7,3,0,Friday
7,2012-09-13 19:19:00+00:00,-73.992812,40.739217,-74.004162,40.747857,1,1.355464832,19,3,9,13,1,Thursday
4.5,2011-02-25 22:57:00+00:00,-73.968915,40.790977,-73.966677,40.79909,1,0.921586339,22,4,2,25,0,Friday
56.8,2012-10-21 13:17:27+00:00,-74.017151,40.705841,-73.786721,40.640392,2,20.75124374,13,6,10,21,0,Sunday
6,2014-06-14 02:16:00+00:00,-73.97363,40.754787,-73.978142,40.76277,1,0.965597425,2,5,6,14,0,Saturday
13.3,2012-06-12 11:13:16+00:00,-73.991657,40.749897,-73.960335,40.766542,1,3.222651065,11,1,6,12,0,Tuesday
7.7,2010-07-14 13:34:00+00:00,-73.971543,40.747927,-73.970488,40.755968,1,0.898523909,13,2,7,14,0,Wednesday
19.7,2012-03-11 11:14:00+00:00,-73.982168,40.772227,-74.017492,40.706315,2,7.910276278,11,6,3,11,0,Sunday
8.9,2011-10-07 15:52:52+00:00,-73.987469,40.738423,-73.991127,40.749849,1,1.307352703,15,4,10,7,0,Friday
9.3,2011-04-06 00:35:00+00:00,-73.950597,40.721753,-73.917405,40.742595,1,3.632184995,0,2,4,6,0,Wednesday
2.5,2012-05-13 17:00:14+00:00,-73.989815,40.718933,-73.988499,40.718539,1,0.119247985,17,6,5,13,1,Sunday
5.5,2015-04-28 01:15:48+00:00,-74.00238037,40.73374557,-74.00946045,40.73814392,1,0.771391673,1,1,4,28,0,Tuesday
14,2013-06-30 09:42:40+00:00,-73.993927,40.751154,-73.962693,40.794307,1,5.471963886,9,6,6,30,1,Sunday
20.9,2010-05-13 20:07:00+00:00,-73.95208,40.766542,-73.991362,40.727645,1,5.445864143,20,3,5,13,0,Thursday
9.9,2009-02-05 17:20:47+00:00,-73.981781,40.755528,-74.002083,40.726392,1,3.663561149,17,3,2,5,1,Thursday
7.5,2015-03-30 18:07:31+00:00,-73.97554779,40.76274872,-73.96973419,40.76888275,1,0.839605835,18,0,3,30,1,Monday
22.9,2011-08-08 14:48:14+00:00,-73.942121,40.790874,-73.864968,40.770433,1,6.88232911,14,0,8,8,0,Monday
6.1,2012-08-30 13:38:58+00:00,-73.987237,40.751002,-73.973837,40.764741,1,1.899403505,13,3,8,30,0,Thursday
17.5,2012-11-14 13:25:39+00:00,-74.016982,40.704783,-73.989284,40.758899,2,6.454163484,13,2,11,14,0,Wednesday
24.1,2012-06-17 13:17:00+00:00,-73.98046,40.765557,-73.872138,40.774433,1,9.175254382,13,6,6,17,0,Sunday
4.5,2014-01-24 17:08:00+00:00,-73.992587,40.75363,-73.987762,40.757907,4,0.625576679,17,4,1,24,1,Friday
21,2014-09-03 22:01:48+00:00,-73.987486,40.719915,-73.989298,40.768279,2,5.379997532,22,2,9,3,0,Wednesday
37,2013-04-17 21:04:00+00:00,-73.977568,40.779165,-73.981508,40.664302,1,12.77649807,21,2,4,17,0,Wednesday
3.7,2011-05-06 10:42:56+00:00,-73.970767,40.758175,-73.977011,40.755136,1,0.625130838,10,4,5,6,0,Friday
5.5,2014-11-09 12:26:00+00:00,-73.964325,40.807637,-73.971302,40.795432,1,1.478748519,12,6,11,9,0,Sunday
9,2015-06-19 00:06:20+00:00,-73.99266052,40.75827026,-74.00764465,40.74073029,1,2.323171108,0,4,6,19,0,Friday
9,2013-01-31 12:50:00+00:00,-74.002282,40.721572,-73.982927,40.726962,1,1.737676062,12,3,1,31,0,Thursday
20.5,2010-06-09 07:58:05+00:00,-73.964514,40.792568,-74.014449,40.714053,1,9.690875989,7,2,6,9,1,Wednesday
6,2014-04-22 23:45:05+00:00,-73.991991,40.741867,-73.979606,40.749503,1,1.345183558,23,1,4,22,0,Tuesday
13,2013-07-26 07:19:17+00:00,-73.952149,40.767098,-73.989108,40.748109,1,3.76150937,7,4,7,26,1,Friday
6.5,2013-03-01 14:59:12+00:00,-73.971818,40.748436,-73.985656,40.741486,1,1.398654976,14,4,3,1,0,Friday
4,2013-04-30 18:44:44+00:00,-73.985879,40.739911,-73.978171,40.736618,1,0.745532222,18,1,4,30,1,Tuesday
9,2015-01-12 08:46:17+00:00,-74.00331879,40.72716904,-73.98616791,40.74024963,1,2.050334087,8,0,1,12,1,Monday
10.5,2010-01-20 06:33:48+00:00,-73.994496,40.750656,-73.956229,40.764503,1,3.57202824,6,2,1,20,0,Wednesday
7.7,2012-02-14 14:05:08+00:00,-73.999626,40.723328,-74.008578,40.742985,1,2.312246821,14,1,2,14,0,Tuesday
17.5,2013-06-29 13:15:46+00:00,-73.955706,40.779418,-73.999455,40.723724,2,7.206433896,13,5,6,29,0,Saturday
6.5,2011-11-26 20:53:00+00:00,-73.954172,40.769577,-73.970952,40.75558,4,2.10228499,20,5,11,26,0,Saturday
12,2014-12-04 07:39:00+00:00,-73.973855,40.747817,-73.982382,40.766897,1,2.239868883,7,3,12,4,1,Thursday
33.07,2010-09-03 07:49:00+00:00,-73.985098,40.767627,-73.87301,40.77445,5,9.469452488,7,4,9,3,1,Friday
3.7,2012-02-20 08:46:51+00:00,-73.975374,40.756536,-73.977918,40.75309,2,0.439025014,8,0,2,20,1,Monday
6.1,2012-03-26 07:40:46+00:00,-73.994071,40.751206,-73.978712,40.75568,1,1.386088954,7,0,3,26,1,Monday
6.9,2010-05-05 08:37:00+00:00,-73.996385,40.731913,-73.988098,40.745122,2,1.62627602,8,2,5,5,1,Wednesday
8.5,2014-04-04 17:12:47+00:00,-73.980541,40.755751,-73.981031,40.744691,1,1.230508368,17,4,4,4,1,Friday
10.1,2010-07-16 12:23:00+00:00,-73.955647,40.763518,-73.981725,40.75792,1,2.282890601,12,4,7,16,0,Friday
9.5,2013-09-19 11:39:00+00:00,-73.976467,40.7505,-73.997687,40.740407,6,2.11073224,11,3,9,19,0,Thursday
3.8,2009-04-03 23:17:41+00:00,-73.99493,40.755478,-73.999571,40.749048,1,0.814879969,23,4,4,3,0,Friday
3.5,2013-05-17 11:31:00+00:00,-73.98031,40.767605,-73.98254,40.77151,1,0.473085958,11,4,5,17,0,Friday
21.5,2014-02-02 22:20:00+00:00,-73.788288,40.6819,-73.853507,40.713322,1,6.514449225,22,6,2,2,0,Sunday
4.1,2010-01-27 14:31:00+00:00,-73.989962,40.772268,-73.984642,40.768537,1,0.610593541,14,2,1,27,0,Wednesday
6.1,2012-08-28 14:03:00+00:00,-73.963695,40.798018,-73.953507,40.788097,3,1.397334589,14,1,8,28,0,Tuesday
16.5,2014-04-01 22:39:19+00:00,-73.991387,40.750102,-73.989042,40.695171,1,6.111244514,22,1,4,1,0,Tuesday
6.5,2015-04-27 20:05:39+00:00,-74.01006317,40.72098923,-74.01139832,40.70825577,1,1.420360689,20,0,4,27,0,Monday
14.5,2015-05-25 00:23:25+00:00,-73.98200989,40.73223114,-73.9823761,40.77147293,1,4.363597084,0,0,5,25,0,Monday
6.5,2014-03-29 00:37:00+00:00,-73.977855,40.78425,-73.966475,40.804095,3,2.405638571,0,5,3,29,0,Saturday
15.5,2013-09-03 06:08:05+00:00,-74.005782,40.711683,-73.975524,40.751288,1,5.088653337,6,1,9,3,0,Tuesday
11,2014-03-12 08:44:00+00:00,-73.986612,40.755677,-73.975885,40.75633,1,0.9064457,8,2,3,12,1,Wednesday
6.1,2009-10-20 14:53:00+00:00,-73.985338,40.758938,-73.97195,40.751423,2,1.403547098,14,1,10,20,0,Tuesday
14,2012-11-14 20:35:27+00:00,-73.964698,40.775637,-73.99944,40.738232,1,5.085507235,20,2,11,14,0,Wednesday
7.5,2012-11-20 11:56:53+00:00,-73.948606,40.774216,-73.954086,40.787374,1,1.534133748,11,1,11,20,0,Tuesday
8,2014-06-24 07:20:01+00:00,-73.975533,40.750038,-73.982425,40.759288,1,1.18107102,7,1,6,24,1,Tuesday
11.5,2013-09-28 20:11:24+00:00,-74.001547,40.727983,-73.97568,40.716959,1,2.500890105,20,5,9,28,0,Saturday
13,2014-09-25 13:35:00+00:00,-73.99769,40.741267,-74.003732,40.719417,6,2.482377155,13,3,9,25,0,Thursday
8.9,2011-01-09 00:39:00+00:00,-73.972808,40.785795,-73.973335,40.756417,1,3.266985993,0,6,1,9,0,Sunday
3.7,2010-04-25 11:04:00+00:00,-73.962252,40.794985,-73.970585,40.795037,3,0.701498569,11,6,4,25,0,Sunday
9.3,2010-09-17 23:14:00+00:00,-73.988287,40.737078,-73.984685,40.728907,5,0.957924263,23,4,9,17,0,Friday
13.5,2014-07-28 12:16:12+00:00,-73.876205,40.758271,-73.983351,40.743822,1,9.167442494,12,0,7,28,0,Monday
12.5,2011-06-24 00:33:00+00:00,-73.990447,40.737207,-73.988667,40.7742,5,4.116165392,0,4,6,24,0,Friday
57.33,2014-08-08 05:03:46+00:00,-73.778572,40.646651,-73.972892,40.756069,1,20.40502967,5,4,8,8,0,Friday
20.9,2011-05-28 08:01:35+00:00,-73.975623,40.749433,-73.93392,40.846735,1,11.37472223,8,5,5,28,1,Saturday
2.5,2012-09-09 23:34:00+00:00,-73.93047,40.76435,-73.930348,40.764468,1,0.016665258,23,6,9,9,0,Sunday
16.1,2009-04-11 00:29:00+00:00,-73.991297,40.714742,-73.980545,40.660542,1,6.094568412,0,5,4,11,0,Saturday
10.9,2009-07-30 17:50:00+00:00,-73.978362,40.75283,-73.954003,40.775358,1,3.237852319,17,3,7,30,1,Thursday
7,2013-01-05 10:50:51+00:00,-73.944969,40.774835,-73.962899,40.775435,1,1.51127857,10,5,1,5,0,Saturday
4.9,2009-09-05 09:04:26+00:00,-73.973024,40.748759,-73.96154,40.760163,1,1.594896966,9,5,9,5,1,Saturday
5.7,2010-09-21 07:24:53+00:00,-73.991202,40.749953,-73.977071,40.755789,1,1.35570856,7,1,9,21,1,Tuesday
18.5,2014-11-23 13:40:00+00:00,-74.004642,40.73774,-73.96039,40.770352,2,5.200367537,13,6,11,23,0,Sunday
4.1,2010-11-25 08:57:00+00:00,-73.957575,40.776927,-73.966063,40.765048,1,1.501881515,8,3,11,25,1,Thursday
11.5,2013-01-29 10:14:00+00:00,-73.983512,40.762977,-73.96083,40.779142,1,2.622830546,10,1,1,29,0,Tuesday
8.5,2010-07-13 09:30:00+00:00,-73.982355,40.761725,-73.97269,40.764482,3,0.869809014,9,1,7,13,1,Tuesday
6.9,2011-03-14 08:38:00+00:00,-73.985888,40.743237,-73.978735,40.749392,1,0.911875343,8,0,3,14,1,Monday
21.7,2012-03-14 09:19:00+00:00,-73.955882,40.764102,-74.016638,40.711375,5,7.783141924,9,2,3,14,1,Wednesday
4.5,2012-02-03 12:13:48+00:00,-73.977161,40.75551,-73.967773,40.759406,1,0.901627675,12,4,2,3,0,Friday
5,2014-03-30 03:04:28+00:00,-73.918176,40.758632,-73.908362,40.766394,1,1.195038935,3,6,3,30,0,Sunday
6.9,2012-07-26 15:43:42+00:00,-74.000434,40.723851,-73.987396,40.738873,1,1.999261622,15,3,7,26,0,Thursday
6.5,2014-09-30 08:25:31+00:00,-73.989665,40.752236,-73.977373,40.755459,1,1.095655638,8,1,9,30,1,Tuesday
7,2013-10-11 10:42:08+00:00,-73.985271,40.743971,-73.98213,40.75207,1,0.938634133,10,4,10,11,0,Friday
7.7,2011-10-20 23:16:43+00:00,-74.01008,40.714439,-74.005371,40.746009,1,3.532777831,23,3,10,20,0,Thursday
8.1,2011-06-09 22:55:35+00:00,-73.982396,40.757334,-73.959455,40.771399,2,2.485731956,22,3,6,9,0,Thursday
7,2014-08-26 21:58:50+00:00,-73.993993,40.681577,-73.992946,40.697497,1,1.772422936,21,1,8,26,0,Tuesday
7.9,2009-02-23 17:39:20+00:00,-73.973195,40.76404,-73.988112,40.757712,1,1.439986309,17,0,2,23,1,Monday
4.1,2011-12-07 14:40:00+00:00,-73.925325,40.808197,-73.922595,40.806337,2,0.309143613,14,2,12,7,0,Wednesday
15.3,2011-11-04 04:06:00+00:00,-73.98994,40.729448,-73.916057,40.759928,5,7.087141732,4,4,11,4,0,Friday
35.3,2011-09-27 21:57:42+00:00,-73.777103,40.645165,-73.952164,40.724413,1,17.1913284,21,1,9,27,0,Tuesday
18.9,2009-06-24 22:12:00+00:00,-74.007805,40.723783,-73.958718,40.768698,5,6.484062095,22,2,6,24,0,Wednesday
14.9,2009-07-28 19:05:01+00:00,-73.985341,40.727369,-73.981355,40.779463,1,5.802310889,19,1,7,28,1,Tuesday
8.1,2011-10-29 13:29:00+00:00,-73.949445,40.801967,-73.961318,40.780692,1,2.568163079,13,5,10,29,0,Saturday
5.5,2013-06-30 10:37:01+00:00,-73.967865,40.757517,-73.964818,40.76908,1,1.311106019,10,6,6,30,0,Sunday
6,2012-12-27 20:14:00+00:00,-73.986762,40.736357,-73.99249,40.724357,1,1.418948906,20,3,12,27,0,Thursday
3.7,2011-12-28 22:24:07+00:00,-73.9929,40.7427,-73.9917,40.7491,1,0.718791776,22,2,12,28,0,Wednesday
23.87,2009-10-04 11:27:00+00:00,-73.954815,40.780907,-73.885792,40.77322,2,5.874467241,11,6,10,4,0,Sunday
8,2014-07-24 18:40:03+00:00,-73.981179,40.757652,-73.969577,40.753542,1,1.078822,18,3,7,24,1,Thursday
4.1,2010-10-30 20:43:00+00:00,-73.98562,40.761977,-73.992632,40.768422,1,0.928613814,20,5,10,30,0,Saturday
6.5,2009-12-10 07:43:00+00:00,-73.980327,40.78024,-73.974407,40.795853,1,1.806211054,7,3,12,10,1,Thursday
14.5,2013-05-10 23:06:29+00:00,-73.977149,40.784828,-73.973491,40.748982,1,3.997780372,23,4,5,10,0,Friday
5.3,2010-08-20 19:56:29+00:00,-74.000901,40.736288,-73.99452,40.750694,4,1.68966968,19,4,8,20,1,Friday
11.3,2012-01-07 11:09:05+00:00,-74,40.7182,-73.9852,40.7555,2,4.330964299,11,5,1,7,0,Saturday
12.1,2010-01-28 22:44:00+00:00,-74.003368,40.725133,-73.94734,40.724898,2,4.721497206,22,3,1,28,0,Thursday
5.3,2010-03-14 23:37:00+00:00,-73.98822,40.737788,-73.985072,40.728282,1,1.089791283,23,6,3,14,0,Sunday
8.9,2012-08-01 02:40:00+00:00,-73.981777,40.763287,-73.950692,40.783142,5,3.424343078,2,2,8,1,0,Wednesday
5.5,2013-12-08 14:32:00+00:00,-74.006705,40.72937,-73.998907,40.736487,5,1.028586526,14,6,12,8,0,Sunday
8.5,2009-07-18 03:20:37+00:00,-73.943537,40.826925,-73.915756,40.824673,2,2.350903583,3,5,7,18,0,Saturday
14.1,2012-05-09 22:46:42+00:00,-74.011221,40.715551,-73.985326,40.758607,1,5.261295812,22,2,5,9,0,Wednesday
6.1,2012-06-30 22:31:35+00:00,-73.995032,40.750152,-73.977567,40.753679,2,1.522540887,22,5,6,30,0,Saturday
9.7,2011-09-07 15:45:29+00:00,-73.972983,40.793548,-73.98129,40.76791,1,2.93536378,15,2,9,7,0,Wednesday
11.3,2011-03-02 22:12:00+00:00,-74.008848,40.719175,-73.978087,40.754425,1,4.698994349,22,2,3,2,0,Wednesday
8.5,2014-03-17 23:05:00+00:00,-73.969455,40.760547,-73.98576,40.735125,1,3.142830347,23,0,3,17,0,Monday
8.9,2012-02-04 21:24:00+00:00,-73.982062,40.72799,-73.99857,40.735057,5,1.5975987,21,5,2,4,0,Saturday
12.9,2010-09-28 07:31:00+00:00,-73.973527,40.79218,-73.942125,40.841272,1,6.064771043,7,1,9,28,1,Tuesday
5.7,2009-09-05 00:17:43+00:00,-73.991826,40.735225,-74.005777,40.740115,1,1.295088344,0,5,9,5,0,Saturday
6.9,2011-02-01 20:47:00+00:00,-73.979135,40.757683,-73.964285,40.759555,1,1.267965819,20,1,2,1,0,Tuesday
6.1,2010-05-17 10:45:02+00:00,-74.009018,40.717283,-74.002883,40.739203,1,2.4916133,10,0,5,17,0,Monday
4.5,2011-10-22 16:06:00+00:00,-73.968643,40.7644,-73.981073,40.74765,2,2.136614257,16,5,10,22,1,Saturday
11,2014-02-17 21:21:19+00:00,-73.97919,40.759135,-73.947885,40.781263,1,3.606103057,21,0,2,17,0,Monday
4.5,2013-10-11 19:53:00+00:00,-74.007222,40.728272,-74.004242,40.738007,1,1.111222441,19,4,10,11,1,Friday
11.5,2013-05-16 08:18:00+00:00,-73.99897,40.728205,-73.982207,40.746177,1,2.447099667,8,3,5,16,1,Thursday
20.1,2010-05-30 15:43:01+00:00,-74.015968,40.704987,-73.954156,40.774589,1,9.328347798,15,6,5,30,0,Sunday
3.7,2010-06-03 10:07:00+00:00,-73.970777,40.751793,-73.971095,40.75519,5,0.378677722,10,3,6,3,0,Thursday
12.9,2011-10-27 19:30:03+00:00,-74.004674,40.707529,-73.964049,40.684577,1,4.271242814,19,3,10,27,1,Thursday
6.1,2010-07-02 09:49:00+00:00,-73.98863,40.775,-73.975787,40.760658,5,1.926926782,9,4,7,2,1,Friday
6.1,2010-01-16 21:19:00+00:00,-73.995832,40.750078,-73.976542,40.748362,1,1.636122767,21,5,1,16,0,Saturday
